1.115527227520942688e-01,-1.997068285942077637e+00,-1.630991697311401367e-01,8.156464695930480957e-01,9.439492225646972656e-02
-2.614469230175018311e-01,-1.529876351356506348e+00,-2.245048880577087402e-01,5.130643248558044434e-01,1.538151651620864868e-01
-1.654849648475646973e-01,-2.989673137664794922e+00,-8.317421078681945801e-01,5.778003931045532227e-01,-2.911854907870292664e-02
3.988929837942123413e-02,-2.570486783981323242e+00,-2.414694577455520630e-01,-2.868103682994842529e-01,-2.406845986843109131e-02
2.640994787216186523e-01,2.073555469512939453e+00,2.705418765544891357e-01,-5.771043896675109863e-01,2.366846427321434021e-02
4.367822706699371338e-01,1.841183662414550781e+00,3.037307262420654297e-01,1.570564210414886475e-01,-2.999084070324897766e-02
4.554326832294464111e-02,-3.077163219451904297e+00,-2.707528471946716309e-01,1.179522275924682617e+00,-3.079357743263244629e-02
-8.558391034603118896e-02,1.899773120880126953e+00,-1.794369220733642578e-01,-7.431561946868896484e-01,-2.096063941717147827e-01
2.369609624147415161e-01,4.207474589347839355e-01,5.181784629821777344e-01,-2.049713879823684692e-01,-1.016252264380455017e-01
2.699733339250087738e-02,1.180472373962402344e+00,2.594002783298492432e-01,-2.737348973751068115e-01,2.215540707111358643e-01
9.509322792291641235e-02,1.582689642906188965e+00,5.801626443862915039e-01,-5.358651876449584961e-01,-2.570916116237640381e-01
-5.936922505497932434e-02,-7.247959971427917480e-01,1.952530443668365479e-01,2.817141711711883545e-01,5.388528574258089066e-03
9.715805202722549438e-02,1.535532921552658081e-01,8.364189416170120239e-03,-5.780822634696960449e-01,-1.576094776391983032e-01
-3.153339624404907227e-01,7.921220660209655762e-01,5.185845494270324707e-01,-2.568570673465728760e-01,-2.465661764144897461e-01
1.004999801516532898e-01,1.625935554504394531e+00,3.532345965504646301e-02,-3.429536819458007812e-01,-2.164123952388763428e-01
3.131696581840515137e-01,-2.773370027542114258e+00,-5.947259664535522461e-01,4.908325970172882080e-01,1.736256666481494904e-02
-4.504450857639312744e-01,1.651202082633972168e+00,-4.679736867547035217e-02,-4.359216690063476562e-01,-3.464704453945159912e-01
3.487253189086914062e-01,1.961559653282165527e+00,-1.950544714927673340e-01,3.567281961441040039e-01,-2.485043928027153015e-02
4.061641395092010498e-01,1.202035665512084961e+00,4.250382483005523682e-01,-6.705974936485290527e-01,-2.126628309488296509e-01
-2.583946585655212402e-01,-1.728088736534118652e+00,-2.195212058722972870e-02,1.838988810777664185e-01,-2.071628570556640625e-01
-1.950214803218841553e-01,-1.768250465393066406e+00,-5.088067650794982910e-01,1.967543065547943115e-01,2.793275713920593262e-01
-1.407054364681243896e-01,5.548501610755920410e-01,-6.317484378814697266e-01,4.827390313148498535e-01,-8.878058753907680511e-03
-1.910603493452072144e-01,-5.897890925407409668e-01,6.620883941650390625e-02,5.894877910614013672e-01,1.791261285543441772e-01
2.192377150058746338e-01,1.857936501502990723e+00,4.593300819396972656e-01,-5.931930541992187500e-01,-2.841172516345977783e-01
-6.611371645703911781e-04,-9.159591197967529297e-01,2.741838693618774414e-01,3.906014859676361084e-01,3.156337141990661621e-01
-1.613827049732208252e-01,-3.065007686614990234e+00,2.563342750072479248e-01,7.566660642623901367e-01,-1.020303461700677872e-02
-2.088704109191894531e-01,-3.010845184326171875e+00,-2.567005455493927002e-01,4.316383004188537598e-01,-2.251706551760435104e-03
1.389722432941198349e-02,7.316334843635559082e-01,-1.725436002016067505e-01,7.612337470054626465e-01,-3.189047798514366150e-03
-1.553242504596710205e-01,9.602470397949218750e-01,-1.585877835750579834e-01,-4.618831574916839600e-01,-7.138422876596450806e-02
3.888978064060211182e-01,1.108718633651733398e+00,1.744836121797561646e-01,1.027619093656539917e-01,2.167310416698455811e-01
-1.912115663290023804e-01,2.972774028778076172e+00,5.169948935508728027e-01,-7.469676733016967773e-01,6.028972938656806946e-02
5.788831040263175964e-02,-1.252803087234497070e+00,5.683503746986389160e-01,-1.634920090436935425e-01,-2.669501304626464844e-01
5.417806655168533325e-02,9.101771116256713867e-01,6.619206070899963379e-01,-1.560789495706558228e-01,-2.310688644647598267e-01
-3.243206441402435303e-01,-2.262228488922119141e+00,-5.384145379066467285e-01,-3.635379374027252197e-01,1.712144352495670319e-02
1.458957046270370483e-01,-2.579818248748779297e+00,-3.607101142406463623e-01,1.067297339439392090e+00,6.328836083412170410e-03
-1.254510134458541870e-01,2.951733827590942383e+00,7.336161732673645020e-01,-8.102251291275024414e-01,-3.001534612849354744e-03
1.576796621084213257e-01,-2.249703168869018555e+00,-6.459557414054870605e-01,7.935711741447448730e-01,-6.912574172019958496e-02
9.225874394178390503e-02,6.232687830924987793e-01,4.938803017139434814e-01,-4.420980513095855713e-01,-2.122304141521453857e-01
-9.930861741304397583e-02,2.161829948425292969e+00,4.577091336250305176e-01,3.686397569254040718e-03,2.098628431558609009e-01
1.874871551990509033e-01,-6.323213130235671997e-02,-2.316323295235633850e-02,-1.578938066959381104e-01,1.638747155666351318e-01
2.344006448984146118e-01,-1.746524930000305176e+00,-1.838626563549041748e-01,6.924921870231628418e-01,1.927827447652816772e-01
-1.207236491609364748e-04,3.123121976852416992e+00,4.958533048629760742e-01,-1.459565877914428711e+00,3.694829531013965607e-03
8.807627856731414795e-02,1.377045512199401855e+00,-2.497681230306625366e-02,-5.341365337371826172e-01,1.935044825077056885e-01
1.308131068944931030e-01,-1.551890015602111816e+00,-8.460954576730728149e-02,9.843190014362335205e-02,2.694196701049804688e-01
-1.805654615163803101e-01,-2.742943286895751953e+00,-5.295535326004028320e-01,7.635115385055541992e-01,-6.763857603073120117e-02
3.990773260593414307e-01,-9.557443261146545410e-01,-2.341732978820800781e-01,4.920986890792846680e-01,7.685592770576477051e-02
