6.286714226007461548e-02,-2.414198637008666992e+00,-7.638685107231140137e-01,7.961129546165466309e-01,5.734059587121009827e-02
-3.122748136520385742e-01,-1.254043221473693848e+00,2.453240603208541870e-01,4.604168832302093506e-01,1.128352526575326920e-02
-8.012816309928894043e-02,-4.990273714065551758e-01,4.488637298345565796e-02,-1.053096890449523926e+00,5.499360151588916779e-03
-3.793741166591644287e-01,-1.636543393135070801e+00,6.595011800527572632e-02,6.888672113418579102e-01,2.414316833019256592e-01
-3.452915847301483154e-01,1.057124972343444824e+00,-2.502730190753936768e-01,-7.013971209526062012e-01,-1.708680577576160431e-02
-1.842209398746490479e-01,-5.020666718482971191e-01,-6.292800903320312500e-01,2.263400852680206299e-01,6.471409648656845093e-02
4.421723186969757080e-01,7.797069549560546875e-01,-1.748295277357101440e-01,6.302367448806762695e-01,2.831288576126098633e-01
-2.584881782531738281e-01,-6.562740206718444824e-01,-1.378665864467620850e-01,-3.202392756938934326e-01,-1.605228930711746216e-01
1.427368372678756714e-01,1.920837283134460449e+00,2.035070806741714478e-01,1.917755156755447388e-01,-2.184510827064514160e-01
-1.437408500351011753e-03,1.839031696319580078e+00,4.051796495914459229e-01,-5.851743817329406738e-01,-6.728431582450866699e-02
1.099448371678590775e-02,1.023715615272521973e+00,-6.393451094627380371e-01,-3.406855976209044456e-03,2.624920606613159180e-01
8.470145612955093384e-02,-2.034955978393554688e+00,-6.713632345199584961e-01,9.341664910316467285e-01,-3.066578134894371033e-02
-1.081223264336585999e-01,1.446842432022094727e+00,2.452716976404190063e-01,-4.015437066555023193e-01,-2.053086161613464355e-01
-2.948957085609436035e-01,-2.091588258743286133e+00,2.894396781921386719e-01,2.115562111139297485e-01,6.330117583274841309e-02
1.476153582334518433e-01,1.921936035156250000e+00,3.953061401844024658e-01,-4.326933622360229492e-02,6.623982638120651245e-02
-1.347369998693466187e-01,-1.145018577575683594e+00,-5.424586534500122070e-01,7.184327244758605957e-01,7.488301396369934082e-02
-3.849748373031616211e-01,2.465676307678222656e+00,1.658962368965148926e-01,-4.901738166809082031e-01,2.068347483873367310e-01
-4.860390722751617432e-02,-1.535101175308227539e+00,2.336070537567138672e-01,7.838404178619384766e-01,2.536925673484802246e-01
