0.0011267,0.00027852,0.00059278,-0.00013915,-0.00077794,0.00021097,0.00030278,-0.00025778,0.00012817,0.00056678,0.00024652,-0.00055862,-6.4305e-05,-0.00023819,0.00056989,0.00041893,-0.00074649,0.00022159,-0.0006551,0.00028108,0.00038042,-0.00082407,-1.9625e-05,-0.00038099,1.6502e-05,-0.00090405,0.0012848,-1.767e-05,-0.0012188,-0.00030848,0.00099288,0.0012756,4.6496e-05,-0.00011079,0.00083824,0.00056121,-0.00043016,0.00083358,0.00049579,0.0010022,-0.00016101,-0.00044261,-0.00035762,0.00082893,-0.00049449,0.00040363,0.00091822,0.00087184,0.00037134,-4.5573e-05,0.00068388,-0.00044654,0.0005307,0.00032725,0.00078465,0.00039296,0.00078193,-0.00034641,-0.0010079,0.00011513,-0.00088454,9.4718e-05,-0.00094586,0.00048736,0.00056154,-0.0010877,-0.00056597,0.00043314,-0.0002469,0.00022625,-0.00087742,-0.0010271,0.00051516,0.00037877,-0.00076376,0.0004877,0.00056343,-0.00018415,0.00091063,0.00070871,-0.00038527
-0.00068386,5.3162e-05,0.00037009,0.00064052,-0.0001401,-0.00074391,0.00050482,-0.0007717,0.00039479,8.4287e-05,-0.00041931,-0.0004149,0.0001937,0.0005654,0.00043429,0.00097106,-0.00066103,-0.00010191,-0.00099111,0.00036528,-0.00083141,-0.00047966,0.00043149,0.00018459,-8.6178e-05,-0.00020791,-0.00049137,0.00021503,-0.00011441,0.00021557,2.1034e-05,-4.7758e-05,0.0002706,0.00013589,0.00064883,0.00075384,-0.00041099,-0.00044355,-0.00072204,-0.0004412,-0.0010308,0.0007336,-0.0007017,0.00069871,-0.00080352,0.00097865,-0.00020706,0.00072789,0.0003868,0.00058032,-0.00040831,0.00037158,0.00023885,-0.00018363,-0.0005761,-0.0010357,9.4397e-05,0.00041267,-0.00031046,-7.689e-05,-0.0008323,-0.0010311,-0.00091328,-0.00071622,0.0007516,0.00022061,-0.00066171,0.00022319,0.0010718,9.4232e-05,-0.00051062,0.0006056,-0.00047795,-0.00035681,-0.00082484,0.00043644,0.00062597,-0.00030162,-0.00053498,0.00036876,0.00048002
0.00012175,0.00021884,-0.00039494,-0.00016148,0.00048322,-0.00066127,0.00010977,-0.00035368,0.00088031,0.00025232,-0.00054517,0.00035204,0.00014979,0.00035337,0.00028793,0.00040764,0.00051754,-0.00075737,-0.00080102,0.0004443,0.00096259,0.00065405,-0.00062597,0.00063301,-0.00018329,-0.00042362,-0.00064151,-0.00075522,0.00066135,0.00057955,-2.7863e-05,0.00018319,0.00057445,0.0010457,-0.0002196,0.00058665,-0.00084067,0.00062584,-0.00073646,4.0158e-05,-0.00062111,-0.00099835,0.00022914,0.00037562,0.00029355,0.0011929,0.00075741,0.0012747,0.00039308,0.00094798,0.00026441,0.0004356,0.00064989,-0.00024063,0.00066214,-0.00031288,0.00060321,0.00043314,0.00060638,0.0006341,0.00074254,0.00086317,-4.8353e-05,-0.00094515,0.00013517,-8.7533e-05,0.0009463,-0.00093215,0.00091488,-0.00028785,0.00069569,-0.00045856,1.4227e-05,-0.00037964,-8.2425e-05,0.0003325,-0.0012267,0.0007317,-0.00011713,-0.00075119,0.00044379
0.0012179,-0.00054825,0.00048601,-0.00065636,0.00012513,7.8394e-05,-0.00062968,-0.00061378,-0.00018709,0.00081419,0.00042525,0.00086226,-0.00023832,-0.00025347,0.00031957,0.00080173,0.00039488,0.00047295,-0.00079691,0.00058676,0.00051913,-0.00031793,0.00064735,0.00057514,0.00054679,-0.00037397,-0.00031998,0.00018398,-0.00078805,-0.00077137,0.00027696,-0.00055764,-0.00052894,-0.00025994,0.00087408,-0.00025224,-0.00076593,0.00095544,1.4333e-05,-8.6883e-05,-0.00065253,0.00036989,0.00024554,0.00020482,-0.00056177,-0.00085598,0.00053835,-0.00018465,0.0007259,0.00076247,-0.00059145,-0.00070954,0.0008436,0.00089617,0.00081322,-0.00051352,0.00062239,-0.00089327,-0.00038645,-0.00053811,0.00095097,0.00021786,0.00013021,-0.00073056,0.00064812,-0.00024573,0.0005022,0.00058249,0.00047874,-3.3599e-05,0.00038024,0.00092087,0.00057387,8.9985e-05,-0.00050514,-0.00075082,0.00064486,4.4296e-07,-0.00085404,0.000597,0.00067948
0.00014058,-4.1999e-05,0.00083397,0.00052829,0.0005303,0.00099535,-0.0006891,-0.00052674,-0.00031167,0.00031717,0.00043348,-0.0006659,0.00010519,0.00082965,0.00059636,-0.00069123,-0.00044006,-0.00072309,-0.00025758,-0.00062827,-0.00028988,6.5264e-05,-0.00066473,0.00083152,-0.00017792,-0.00077626,0.00028108,-0.00014027,-0.00089969,0.00055324,-0.00088566,-0.0010104,-0.00067308,-7.4669e-05,-0.0009242,0.00038203,0.00064456,-0.0011622,0.00067346,-0.000543,6.8038e-05,0.00013168,-0.00010267,0.00081762,0.00073252,-0.00047879,0.00078262,-0.00032689,0.00084714,0.0003934,-0.00026659,0.00048397,0.00067177,0.00054056,-0.00066346,0.0011229,0.00061927,-6.0137e-05,0.00029671,-0.00047192,0.00087529,0.0011351,0.00072361,0.00085571,-1.7853e-05,0.00033786,-0.00042779,-0.00040329,0.00022866,0.00030195,-3.252e-05,-0.00057295,0.00044076,0.00044836,0.0010882,0.00093596,0.00017287,0.00077007,-0.00061449,-0.00059276,0.00067159
0.00019513,0.0006216,-8.7888e-06,-0.0003266,-0.00016311,0.00096433,-2.2923e-05,-0.00073245,0.00056066,0.00092421,-0.0010687,-0.00059182,0.00057748,-0.00035657,-0.0010445,0.00039747,-0.00022815,0.00042903,-0.00094976,-0.001234,-0.00054314,-0.001229,-0.00037928,-2.9523e-05,5.9445e-05,-9.9152e-05,0.0001029,0.00061008,0.000143,0.00029259,0.0010162,0.00073146,0.00080184,-0.00026337,0.00043765,-0.00066271,-5.8142e-05,0.00055785,0.00034142,0.00074421,0.00037346,-0.00039538,-0.0002034,-0.00023764,0.00092944,5.6522e-05,0.00043372,-0.00020905,0.00030603,-0.00013952,-0.00061464,-0.00065021,-0.00057887,-0.00097425,-0.00025132,0.00038011,0.00081335,0.00089457,-0.00053891,5.1136e-05,0.00034024,-0.00050109,0.00021142,0.00054467,0.00084161,0.0010461,-0.00012064,0.0007445,0.00073329,0.00069065,-0.00034133,0.00027259,0.000484,-0.00063715,0.00019028,0.0012665,-0.00026244,0.00066877,-0.00019088,-0.00048126,0.00026362
-0.00070387,0.00049923,-9.1412e-05,-0.0008038,-0.00028256,0.00012895,0.00051712,-2.6226e-05,0.00048757,0.00041135,-0.00055421,8.8799e-05,0.00048311,0.00030068,-0.00029684,-0.00061579,-0.00042959,-0.00019234,-0.00078819,-0.00096069,-0.00070911,-0.00082481,0.0001422,-1.1486e-05,-0.0002827,-0.0010464,-9.368e-05,-0.00041825,8.6191e-05,0.00076448,-0.00019485,0.001,5.0293e-05,-0.00069868,-6.0604e-05,0.00020454,0.00057534,0.00077522,0.00038788,8.6659e-05,-0.00047392,0.00067594,0.00051444,0.00019318,-0.00085258,-0.00012376,-0.00036776,0.00050944,0.000675,6.2537e-05,-0.00027447,-0.00061643,-0.00029006,-0.00060036,-0.00034658,0.00054124,5.9346e-05,-0.00051149,-6.571e-05,-0.00039028,-0.00047563,0.00028634,-0.00066101,-0.00036993,-5.8848e-05,0.00051395,0.00058762,-0.00098093,0.00087935,0.00062948,6.4721e-05,3.6715e-05,-0.00091078,-0.00077562,-0.00043156,0.0003631,0.0006839,-7.9972e-05,0.0003878,0.00033491,0.00021201
-0.00078158,-0.00063658,7.831e-05,-0.0010553,0.00043085,0.00051833,-0.0002711,0.00056389,0.00036481,0.00029914,-0.00033453,4.6464e-05,0.00011263,-0.00044126,-0.00017574,0.0006128,0.00014556,-0.0004997,-0.00019371,0.00018004,0.00068961,-0.00019694,-0.00027496,-0.00010435,0.00027612,-0.00082225,-7.6816e-05,-0.0003416,-0.00024051,1.4248e-05,0.0002754,0.000913,-0.00032098,0.00042327,-0.00026381,-2.1432e-05,-0.0010413,-0.00033972,0.00023453,-0.00010069,-0.00046595,0.0005469,0.00039653,0.00064388,0.00066644,0.00030361,-0.00044331,-0.001067,-0.00045322,-0.00074773,0.00051403,-0.00016599,-0.00027653,0.00015074,0.0007558,-0.00082357,0.00039291,-0.00036874,0.00047116,-0.00083323,-0.00060467,0.00065829,-0.00088941,-0.00017027,-0.00011824,0.00021969,-0.00026157,0.00017811,-0.00033459,0.00024852,-0.00071931,0.00023489,-0.0010181,0.00015728,-6.2117e-05,-0.00020665,-0.000723,-0.00072621,0.00054651,0.00023724,0.00037925
0.00011967,0.00031217,-0.00019529,0.00016738,0.00010285,-0.00040355,0.00029196,-0.0007199,0.00056191,0.00056441,-0.0011056,0.00051187,4.2964e-05,2.7758e-05,-0.00051136,0.00025377,-4.5241e-05,0.00016752,-0.0012157,-0.00075422,-0.00019563,-0.00058198,0.00022908,0.0007457,0.00078713,-0.00060332,0.00055415,0.00034317,-0.0005091,0.0002786,0.00031969,-0.000672,0.00052139,-0.00068761,-0.00051128,-0.00061366,-0.00093046,0.00043917,-0.00088539,-0.0002368,0.00060394,-0.00075292,7.9361e-05,0.00064604,-4.8315e-06,0.0010598,0.0003227,-0.00018261,0.00062195,-0.0011745,-0.00024142,0.00061121,0.00082108,-9.0954e-05,-0.00038728,0.00045694,0.00057631,0.00043561,0.00096512,4.8005e-05,-0.0004918,0.00033904,0.0010543,-1.6409e-05,-0.00023525,0.00074364,0.00045723,0.00087628,-0.00090477,0.00060353,0.00017786,0.0011898,-0.00014415,-0.00067201,-0.0008283,0.00032361,-0.00084132,-0.00091693,-0.00036175,0.00085442,0.0004781
-0.00090382,0.00045384,0.00039388,-0.00037153,9.3897e-05,-0.000521,0.00047027,4.0483e-05,0.0005125,3.539e-05,-3.978e-05,0.00038687,-0.0008125,-0.00049562,0.00066406,-0.00028783,-0.0011803,-4.0894e-05,-0.00080276,0.00097825,-0.00078644,-0.00053116,0.00012687,0.00045215,-0.00058063,-0.0005609,0.00060032,0.00035487,-0.00067482,-2.0338e-05,0.00070775,-0.000456,0.00049261,-0.00029422,-0.00036114,-0.0004036,-0.00015943,-0.00093212,0.00063497,-0.00098805,0.0001822,0.00011406,0.00084963,-6.7523e-05,0.00070202,-0.00086661,-0.00051586,0.00095461,-2.3633e-06,-0.00031136,-0.0007101,0.00079345,-1.6302e-05,-0.00086272,6.7962e-05,-0.00051939,0.00059119,7.4802e-05,-0.00011223,0.00053204,-0.00019324,-0.00085253,0.00036163,-0.00057665,0.00048925,-0.00055725,-0.0006704,0.00032456,0.00029634,-0.00094689,-0.00024915,4.0891e-05,-0.0011868,-0.00015414,0.00091697,0.00042631,0.00018341,0.00048013,-0.00040399,-0.0003354,0.00019844
