-0.00026633,0.00072767,-0.00023097,0.00096268
0.00026409,0.00084082,0.00063467,-0.00037114
4.5714e-05,-0.0011058,0.001097,-0.00082933
-0.00047467,0.00027452,-0.00018714,0.00029421
-0.00072044,0.00042785,-3.3138e-05,-0.00077975
0.00028136,-0.0030411,0.0010341,0.00076511
0.00035008,0.0026267,-0.00022012,-5.2866e-05
5.1851e-05,0.0019671,-0.00032282,0.00030911
-0.00062792,-0.0023285,0.0011718,0.00089555
8.1608e-05,0.00037573,-0.00055828,-0.00029948
-0.0011076,0.0036035,-0.001322,-0.0011544
-0.00061029,-0.0033643,0.00055691,0.00040757
-0.0003471,-0.0019019,0.00075101,0.00078639
9.5235e-05,0.001134,-0.00036595,0.00038584
-0.00062907,-1.1388e-05,-0.00012988,6.9924e-05
-0.0005935,-0.0015187,0.00043756,-5.419e-06
0.00015282,0.00086179,-0.00040691,-0.00050555
-0.0003209,-0.0027282,-0.00012387,-0.0011347
-0.00070792,-0.00079643,0.000814,-0.00026348
-0.00037562,0.001014,-0.00030623,-0.00046604
-0.00025304,-0.0015406,0.00082234,4.3024e-05
-0.00018727,-0.0010684,0.00037732,7.7245e-05
-0.0010959,-0.00049409,-0.00035479,0.00063544
-0.00047675,0.0035453,-0.0013743,-0.00046799
-0.0009408,-0.0011553,0.00062587,0.00082593
-0.00051779,-0.00071783,-0.00095201,-3.4378e-05
-0.00079182,0.0024829,-0.00088134,-0.00018553
-0.00013666,0.0027745,-0.00054622,0.00066519
-1.3148e-05,-0.00030623,-0.00049367,0.00037402
-0.0003568,0.00056739,-0.00063417,4.6475e-05
-0.00027845,-0.00053489,-2.6034e-05,-0.00041843
-0.00051598,-0.0016974,8.5054e-06,0.00037134
