-1.924213171005249023e-01,2.983532845973968506e-01,3.227470815181732178e-01,6.022661328315734863e-01
5.060338228940963745e-02,1.986409872770309448e-01,-2.866425514221191406e-01,4.682108461856842041e-01
3.407769203186035156e-01,-1.574797183275222778e-01,-7.526668161153793335e-02,-2.910248339176177979e-01
3.662869334220886230e-01,-2.084923982620239258e-01,1.897683590650558472e-01,1.340466644614934921e-02
-1.526589840650558472e-01,-1.406595557928085327e-01,4.102910459041595459e-01,1.260037124156951904e-01
2.440402507781982422e-01,-1.764200776815414429e-01,-9.815645217895507812e-02,6.006980538368225098e-01
9.519789367914199829e-02,-3.076272271573543549e-02,2.187880873680114746e-01,-1.473401952534914017e-02
4.539546370506286621e-02,9.840247780084609985e-02,-3.179940581321716309e-01,4.917352795600891113e-01
-2.672115266323089600e-01,2.203889489173889160e-01,3.614892661571502686e-01,3.103963732719421387e-01
3.454981371760368347e-02,-1.116931289434432983e-01,4.706040620803833008e-01,-5.936293005943298340e-01
3.529920876026153564e-01,1.751701980829238892e-01,3.501910269260406494e-01,-6.821649670600891113e-01
-4.055866301059722900e-01,2.569961920380592346e-02,-9.534674137830734253e-02,4.315728545188903809e-01
-3.237623721361160278e-03,-1.255989819765090942e-01,-3.180832564830780029e-01,-4.446349740028381348e-01
-8.110899478197097778e-02,-1.587517373263835907e-02,4.635151028633117676e-01,5.805455893278121948e-02
2.298703342676162720e-01,3.802966773509979248e-01,3.134478330612182617e-01,3.235644698143005371e-01
-4.098297059535980225e-01,-3.364116549491882324e-01,4.851516708731651306e-02,6.401203870773315430e-01
2.345392554998397827e-01,4.308771342039108276e-02,-4.824758768081665039e-01,-5.515796691179275513e-02
4.283240437507629395e-01,2.704711556434631348e-01,-4.983488321304321289e-01,5.603750944137573242e-01
9.767264872789382935e-02,-6.160513162612915039e-01,-4.126264452934265137e-01,3.666230738162994385e-01
-2.418749332427978516e-01,2.322995103895664215e-02,1.954031586647033691e-01,-4.512749016284942627e-01
-4.837796688079833984e-01,-2.760917246341705322e-01,-4.315054416656494141e-01,2.910320460796356201e-01
4.276516139507293701e-01,-1.636134684085845947e-01,-3.268457949161529541e-01,-6.423985213041305542e-02
-2.630871236324310303e-01,-1.529313325881958008e-01,-9.685064852237701416e-02,5.062106996774673462e-02
