1.012211898341774940e-03,-1.187094226479530334e-01,6.648069620132446289e-02,-6.418940424919128418e-02,8.773375302553176880e-02,-7.402790337800979614e-02,2.043507806956768036e-02,-3.381192218512296677e-03,2.187908440828323364e-01,-5.537109822034835815e-02,6.648402661085128784e-02,-3.840606659650802612e-02,-2.213667333126068115e-02,-2.777474746108055115e-02,-4.485572874546051025e-02,1.267691887915134430e-02,8.497085422277450562e-03,3.390296176075935364e-02,1.304082199931144714e-02,-1.865958422422409058e-02,3.170040249824523926e-02,-8.627524971961975098e-02,3.998970240354537964e-02,-4.422729834914207458e-02,-2.417449466884136200e-02,7.708401978015899658e-02,-4.736102372407913208e-02,-7.252092659473419189e-02,9.512233082205057144e-04,-4.373291134834289551e-02,2.790822461247444153e-02,1.054645702242851257e-01
-4.309547692537307739e-02,-1.011432260274887085e-01,-6.078935414552688599e-02,-4.131828621029853821e-02,5.546494573354721069e-02,5.307047814130783081e-02,-3.025537356734275818e-02,4.731210321187973022e-02,1.104561239480972290e-01,-4.962696135044097900e-02,4.213827103376388550e-02,-2.904404699802398682e-02,-4.012780264019966125e-03,6.632039695978164673e-02,-1.090713031589984894e-02,9.579777834005653858e-04,1.050561591982841492e-01,7.134129106998443604e-02,-4.602855071425437927e-02,-5.561929568648338318e-02,4.796959459781646729e-03,-1.014064997434616089e-01,3.108768910169601440e-02,5.375375598669052124e-02,2.267471887171268463e-02,5.900536477565765381e-02,3.162220492959022522e-02,-5.270104110240936279e-02,-8.933416008949279785e-02,-2.780798636376857758e-02,5.106273666024208069e-02,-1.784346997737884521e-02
5.658252537250518799e-02,3.574593737721443176e-02,-4.504681751132011414e-02,-1.934184134006500244e-02,1.968274079263210297e-02,6.766150146722793579e-02,9.341282770037651062e-03,7.973059266805648804e-02,-5.149120837450027466e-02,-9.105730801820755005e-03,2.188909240067005157e-02,2.833916433155536652e-02,-2.730384469032287598e-02,3.514753654599189758e-02,2.244836464524269104e-02,-1.565857604146003723e-02,-1.933781313709914684e-03,-6.638251245021820068e-02,7.095998618751764297e-03,1.775024272501468658e-02,-1.958826370537281036e-02,-5.514182895421981812e-02,-5.128199234604835510e-02,-5.427363142371177673e-02,3.609292954206466675e-02,-1.271388493478298187e-02,2.519700862467288971e-02,6.569556891918182373e-02,2.842227742075920105e-02,-1.215010136365890503e-02,-2.259602583944797516e-02,1.929298974573612213e-02
8.809369057416915894e-02,-6.153618916869163513e-02,-5.012222751975059509e-02,-2.571046352386474609e-03,5.612326413393020630e-02,-2.117254026234149933e-02,4.164760559797286987e-02,-6.374688446521759033e-02,1.522866040468215942e-01,2.536454051733016968e-02,8.364019542932510376e-02,2.465799823403358459e-02,2.076384983956813812e-02,-2.402034029364585876e-02,-4.632334411144256592e-02,1.681624539196491241e-02,7.223869115114212036e-02,-6.279895454645156860e-02,-1.294454210437834263e-03,-8.679407835006713867e-02,2.493922831490635872e-03,9.474600665271282196e-05,3.007233887910842896e-02,-1.342405658215284348e-02,6.072329357266426086e-03,4.773265123367309570e-02,3.354574553668498993e-03,8.358642458915710449e-03,-9.298549592494964600e-02,1.323863584548234940e-02,-2.218701876699924469e-02,4.374405741691589355e-02
-3.822330385446548462e-02,-4.900574311614036560e-02,-5.882021412253379822e-02,-4.312071576714515686e-02,2.343999687582254410e-03,-1.283971313387155533e-02,-3.436932340264320374e-02,4.787908121943473816e-02,4.020246490836143494e-02,6.205139681696891785e-02,-7.801264524459838867e-03,-2.473734319210052490e-02,-9.852504357695579529e-03,-1.686240173876285553e-02,-9.783520549535751343e-02,5.082679912447929382e-02,1.011167690157890320e-01,3.565012291073799133e-02,2.488333173096179962e-02,2.277944423258304596e-02,-1.997092925012111664e-02,-1.410878170281648636e-02,-4.369032569229602814e-03,-1.178449951112270355e-02,3.021878749132156372e-02,4.562428221106529236e-02,-8.590319193899631500e-03,2.790803089737892151e-03,-6.023108959197998047e-03,7.705175783485174179e-03,3.187021985650062561e-02,2.003026753664016724e-02
1.509321853518486023e-03,3.010236099362373352e-02,5.762839317321777344e-02,8.210255950689315796e-02,1.410911679267883301e-01,1.079292036592960358e-02,-1.768959220498800278e-03,6.033547967672348022e-02,1.150380447506904602e-01,-1.977889612317085266e-02,2.675839886069297791e-02,1.712792739272117615e-02,-3.866533050313591957e-03,-1.749920472502708435e-02,-2.568608522415161133e-02,-4.696550220251083374e-02,5.467972531914710999e-02,-1.127666160464286804e-01,-7.134146988391876221e-02,-1.271068453788757324e-01,4.359041899442672729e-02,-2.964196912944316864e-02,3.599773719906806946e-02,2.705383114516735077e-02,2.161314710974693298e-03,6.624519824981689453e-02,-4.786666482686996460e-02,-8.580973744392395020e-02,-4.912430793046951294e-02,-8.727292530238628387e-03,-2.591645531356334686e-02,-9.902806580066680908e-02
-2.639542706310749054e-02,5.931650102138519287e-02,1.098036672919988632e-02,-3.836769983172416687e-02,-2.539829164743423462e-02,1.056097149848937988e-01,-9.904504753649234772e-03,4.486658051609992981e-02,-1.722448915243148804e-01,3.091141954064369202e-02,-4.915584996342658997e-02,-2.868734300136566162e-02,-5.314693227410316467e-02,6.517570465803146362e-02,1.506678294390439987e-02,-5.934472195804119110e-03,-3.705305233597755432e-02,-7.517204433679580688e-02,4.034532234072685242e-02,2.956961654126644135e-02,6.714064627885818481e-02,3.992003574967384338e-02,1.053295005112886429e-02,4.942627251148223877e-02,1.731151342391967773e-02,-3.577797859907150269e-02,1.053340211510658264e-01,-9.962001815438270569e-03,-2.470910362899303436e-02,-3.193512558937072754e-02,4.993572831153869629e-02,1.937974430620670319e-02
2.777693420648574829e-02,2.391467802226543427e-02,3.240200132131576538e-02,2.816564217209815979e-02,-8.344271034002304077e-02,4.122840613126754761e-02,-5.590134859085083008e-02,1.823244988918304443e-02,-1.752193719148635864e-01,2.021145075559616089e-03,-9.110468626022338867e-02,5.478046834468841553e-02,-1.185972895473241806e-02,-1.924538984894752502e-02,4.659513384103775024e-02,-5.842020362615585327e-02,3.112626820802688599e-02,-5.551544204354286194e-02,-3.876069560647010803e-02,4.596241191029548645e-02,-1.800723932683467865e-02,8.354250341653823853e-02,3.237385302782058716e-02,-1.006423588842153549e-02,-1.538899075239896774e-02,-1.049978192895650864e-02,6.247353181242942810e-02,2.461407892405986786e-02,8.343290537595748901e-02,5.752262100577354431e-02,-7.607250660657882690e-02,2.868056111037731171e-02
1.436628773808479309e-02,7.740089297294616699e-02,2.017629891633987427e-02,3.003115067258477211e-03,-8.209542185068130493e-02,-1.941871084272861481e-02,-4.384235292673110962e-02,5.954749509692192078e-02,-7.621470093727111816e-02,-1.553377229720354080e-02,-3.343380987644195557e-02,6.850986182689666748e-02,9.235444664955139160e-02,3.269586479291319847e-03,5.415109544992446899e-02,-5.687163025140762329e-02,-4.714038968086242676e-02,2.677457407116889954e-02,1.750902272760868073e-02,6.076016649603843689e-02,-7.827553898096084595e-02,4.806503653526306152e-02,-2.506089955568313599e-02,-2.821284346282482147e-02,-1.574493362568318844e-03,-4.342375323176383972e-02,-5.434071272611618042e-02,7.498169690370559692e-02,6.098207086324691772e-02,-2.113415300846099854e-02,-5.840450525283813477e-02,-4.026947543025016785e-03
2.737148106098175049e-02,1.492878198623657227e-01,7.623013108968734741e-02,-4.481417685747146606e-02,-1.807157397270202637e-01,8.672218769788742065e-02,-1.848192512989044189e-02,-7.669004052877426147e-02,-1.946181058883666992e-01,1.131493225693702698e-02,-1.107342690229415894e-01,2.639911510050296783e-02,-1.777419820427894592e-02,4.309707134962081909e-02,5.528363585472106934e-02,1.473879069089889526e-02,-1.014058887958526611e-01,3.390442207455635071e-02,-6.262733787298202515e-02,1.436940878629684448e-01,-7.186013460159301758e-02,9.268287569284439087e-02,-4.293429479002952576e-02,8.352994918823242188e-02,-1.604481041431427002e-02,-2.857466787099838257e-02,4.979435354471206665e-02,5.834337696433067322e-02,1.534889079630374908e-02,-2.660569176077842712e-02,-9.330473095178604126e-02,1.297503896057605743e-02
