-1.814709752798080444e-01,4.106764122843742371e-02,2.799103856086730957e-01,3.754532933235168457e-01
4.095686972141265869e-01,1.364634931087493896e-01,-8.393960446119308472e-02,3.546385169029235840e-01
-2.074576169252395630e-01,1.732560545206069946e-01,5.835071206092834473e-01,3.307737782597541809e-02
2.714295983314514160e-01,5.081582069396972656e-01,1.296616643667221069e-01,4.774204194545745850e-01
-4.658347070217132568e-01,-1.064415648579597473e-01,3.675222992897033691e-01,3.521728813648223877e-01
4.787974655628204346e-01,1.955440640449523926e-01,-4.462390840053558350e-01,3.433162569999694824e-01
1.791003346443176270e-02,3.878963738679885864e-02,-1.123065724968910217e-01,4.406493306159973145e-01
3.331607952713966370e-02,-1.958363503217697144e-01,4.926634728908538818e-01,-4.832379817962646484e-01
1.568134129047393799e-02,6.335700154304504395e-01,2.328895926475524902e-01,-1.661930233240127563e-01
1.685158610343933105e-01,-1.368126571178436279e-01,5.344926714897155762e-01,3.504172563552856445e-01
-3.724815547466278076e-01,1.837024092674255371e-01,4.538251832127571106e-02,1.745231747627258301e-01
1.885840296745300293e-01,6.044112443923950195e-01,4.239540398120880127e-01,-2.150532305240631104e-01
1.290118843317031860e-01,-6.773195266723632812e-01,4.325741231441497803e-01,1.693207472562789917e-01
2.422230243682861328e-01,7.202436774969100952e-02,-1.646212339401245117e-01,1.616642028093338013e-01
-3.205901086330413818e-01,4.767907559871673584e-01,1.606872826814651489e-01,3.219512701034545898e-01
-3.186376988887786865e-01,-8.937742561101913452e-02,1.066506877541542053e-01,3.698877096176147461e-01
3.378500938415527344e-01,3.849668502807617188e-01,5.579684972763061523e-01,-2.250941991806030273e-01
1.110327690839767456e-01,9.710974991321563721e-02,7.582420706748962402e-01,-4.174394533038139343e-02
2.046898901462554932e-01,-6.835069060325622559e-01,-2.426759898662567139e-01,4.938911646604537964e-02
-1.662124693393707275e-01,-3.081437945365905762e-01,5.010693669319152832e-01,3.013087511062622070e-01
4.179004430770874023e-01,-3.690855503082275391e-01,-4.344676434993743896e-01,3.939922526478767395e-02
-2.256451100111007690e-01,4.949152171611785889e-01,3.043306469917297363e-01,-2.263649366796016693e-03
-4.389390945434570312e-01,4.694418907165527344e-01,3.531301915645599365e-01,-1.537106335163116455e-01
2.754134237766265869e-01,5.640890598297119141e-01,2.265746444463729858e-01,-1.674141176044940948e-02
1.228289157152175903e-01,2.306075990200042725e-01,-3.640086203813552856e-02,-2.527730166912078857e-01
1.721199601888656616e-01,-5.653192400932312012e-01,-1.326823085546493530e-01,1.206234917044639587e-01
2.847451269626617432e-01,3.508124649524688721e-01,-6.105616223067045212e-03,-5.550660565495491028e-02
4.224943518638610840e-01,2.939220070838928223e-01,5.551905632019042969e-01,-4.384077787399291992e-01
-4.403743147850036621e-01,-4.797758460044860840e-01,7.706540822982788086e-02,2.326602637767791748e-01
