-2.551524899899959564e-02,-1.412116922438144684e-02,-9.529436379671096802e-02,-2.062660455703735352e-02,9.606685489416122437e-03,1.301270816475152969e-02,6.776633113622665405e-02,-6.197320763021707535e-03,8.160117268562316895e-02,-4.992050118744373322e-03,-1.703025549650192261e-01,-6.317304074764251709e-02,8.205945789813995361e-02,4.192062467336654663e-02,1.147279962897300720e-01,-2.094382420182228088e-02
-2.359040826559066772e-02,7.933617383241653442e-02,1.085273846983909607e-01,-2.539221569895744324e-02,1.354825198650360107e-01,1.399916410446166992e-01,-1.273199617862701416e-01,1.395103335380554199e-01,2.316309139132499695e-02,-9.294322878122329712e-02,6.825298070907592773e-02,2.303145080804824829e-02,-6.759005039930343628e-02,-1.846628077328205109e-02,-9.661231189966201782e-02,-6.509725749492645264e-02
6.562087801285088062e-04,-1.000415813177824020e-02,-2.572124823927879333e-02,1.924142614006996155e-02,1.156054958701133728e-01,2.259993180632591248e-02,4.594358801841735840e-02,6.881810724735260010e-02,1.109329015016555786e-01,8.265960216522216797e-02,-1.661135554313659668e-01,-2.897127903997898102e-02,-2.015142003074288368e-03,-1.516999769955873489e-02,-2.616444788873195648e-02,-1.873413287103176117e-02
-4.753605648875236511e-02,-1.000546142458915710e-01,-1.102221757173538208e-01,-8.548902720212936401e-02,1.354483217000961304e-01,-1.275333017110824585e-01,3.072615154087543488e-02,7.288058102130889893e-02,-4.541385918855667114e-02,1.775486469268798828e-01,-1.885365322232246399e-02,1.430608518421649933e-02,-6.373485922813415527e-02,-1.205219328403472900e-01,7.281272858381271362e-02,7.592416554689407349e-02
-1.502682175487279892e-02,8.573296666145324707e-02,7.029218226671218872e-02,1.101767644286155701e-01,-2.299025356769561768e-01,-3.427507588639855385e-03,4.560775682330131531e-02,1.152727976441383362e-01,-1.281438171863555908e-01,-2.182121723890304565e-01,9.725931286811828613e-02,8.111306279897689819e-02,-1.165208071470260620e-01,7.006765156984329224e-02,1.499685179442167282e-02,-2.028223872184753418e-01
8.815162628889083862e-02,4.308344796299934387e-02,-1.265576761215925217e-02,-1.406350079923868179e-02,-2.658427692949771881e-02,-3.890622034668922424e-02,8.435583859682083130e-02,8.511014282703399658e-02,1.536908298730850220e-01,-9.806444495916366577e-02,-7.377711683511734009e-02,3.802438033744692802e-03,-5.713734030723571777e-02,7.049946580082178116e-03,3.812887147068977356e-02,5.737052857875823975e-02
-1.128878146409988403e-01,-5.869665369391441345e-02,-1.139555349946022034e-01,-2.305270917713642120e-02,1.015421748161315918e-01,1.660423539578914642e-02,-1.962037980556488037e-01,-2.365981191396713257e-01,2.086462229490280151e-01,2.200665324926376343e-01,-1.447746157646179199e-01,-1.533557623624801636e-01,1.415975838899612427e-01,9.537725709378719330e-03,1.122180148959159851e-01,2.775495052337646484e-01
6.783857196569442749e-02,6.597051024436950684e-02,-1.085729822516441345e-01,-1.155841574072837830e-01,6.564559042453765869e-02,-7.546701282262802124e-02,-1.078515127301216125e-01,6.879466027021408081e-02,9.513718634843826294e-02,-2.097638510167598724e-02,-7.834355533123016357e-02,-2.282262220978736877e-02,-7.327956263907253742e-04,-8.316824585199356079e-02,3.896810114383697510e-02,1.452559381723403931e-01
6.961054354906082153e-02,-6.845192611217498779e-02,1.236746013164520264e-01,2.762009203433990479e-02,-9.054329246282577515e-02,-4.060466215014457703e-02,1.522536296397447586e-02,4.123208671808242798e-02,-1.102310344576835632e-01,-2.302977442741394043e-01,6.008108705282211304e-02,2.995645627379417419e-02,-8.510169386863708496e-02,8.813096582889556885e-02,8.272717893123626709e-02,-1.247434504330158234e-02
9.834100306034088135e-02,3.187066875398159027e-03,-3.106514550745487213e-02,4.182246327400207520e-02,-1.332341283559799194e-01,-1.490717474371194839e-02,8.426029980182647705e-02,2.796876803040504456e-02,4.601386934518814087e-02,-2.061962932348251343e-01,2.270353585481643677e-01,3.821574896574020386e-02,5.424554459750652313e-03,-1.064764186739921570e-01,6.689362227916717529e-02,-2.734237015247344971e-01
