8.661704510450363159e-02,6.430958509445190430e-01,-2.662646174430847168e-01
-2.955404818058013916e-01,-1.699705123901367188e-01,-5.554232597351074219e-01
-3.647558391094207764e-01,5.981382131576538086e-01,3.468348979949951172e-01
1.620504707098007202e-01,-1.057032495737075806e-01,3.322025239467620850e-01
-3.802131116390228271e-02,3.399498760700225830e-01,-6.068412065505981445e-01
-3.952040076255798340e-01,-4.052008092403411865e-01,-5.802413821220397949e-01
4.902091324329376221e-01,-6.330931186676025391e-01,2.840040624141693115e-01
3.435027599334716797e-01,-5.512911677360534668e-01,-4.287454187870025635e-01
1.362622827291488647e-01,-2.883402109146118164e-01,-2.471052408218383789e-01
-1.999152302742004395e-01,-1.624220013618469238e-01,-5.222406983375549316e-01
2.686578631401062012e-01,-1.586510986089706421e-01,7.313470840454101562e-01
4.748068004846572876e-02,1.148812472820281982e-01,2.051801830530166626e-01
1.525046080350875854e-01,-4.468939304351806641e-01,2.763792276382446289e-01
4.743486046791076660e-01,3.818579316139221191e-01,-1.577238738536834717e-01
-1.913251727819442749e-02,-5.634622648358345032e-02,5.307221040129661560e-02
3.999502956867218018e-01,1.625689677894115448e-02,-2.361254096031188965e-01
2.035843133926391602e-01,-7.700855135917663574e-01,-4.412515461444854736e-01
-1.408474594354629517e-01,4.324495196342468262e-01,6.505532562732696533e-02
1.300881057977676392e-01,-6.075867414474487305e-01,2.055255472660064697e-01
1.061034575104713440e-01,-1.437257289886474609e+00,-2.811942398548126221e-01
5.906376242637634277e-01,1.011429280042648315e-01,1.268200390040874481e-02
3.619295656681060791e-01,9.152949452400207520e-01,5.409507155418395996e-01
4.256189167499542236e-01,-4.553133845329284668e-01,2.794294059276580811e-01
6.309496611356735229e-02,-5.650855302810668945e-01,5.143175125122070312e-01
1.158614978194236755e-01,6.993798613548278809e-01,3.568615764379501343e-02
3.743367791175842285e-01,1.401384174823760986e-01,-4.199456870555877686e-01
-3.600676357746124268e-01,5.474348664283752441e-01,6.294010579586029053e-02
1.308014541864395142e-01,-2.024697512388229370e-01,6.639341823756694794e-03
3.192224204540252686e-01,-1.831831485033035278e-01,-3.413834273815155029e-01
4.700821340084075928e-01,1.155592322349548340e+00,4.739233292639255524e-03
-6.425820756703615189e-04,-5.041785836219787598e-01,-7.017813324928283691e-01
-3.066101670265197754e-01,5.736060142517089844e-01,-4.879944920539855957e-01
-7.911347597837448120e-02,-8.825743570923805237e-04,6.580095291137695312e-01
-1.714804396033287048e-02,-1.135765790939331055e+00,-1.305151917040348053e-02
4.773190245032310486e-02,9.664965420961380005e-02,9.410800784826278687e-02
-1.409248113632202148e-01,-6.827446222305297852e-01,-4.306684434413909912e-01
-2.018968611955642700e-01,-6.905924081802368164e-01,2.166911661624908447e-01
-3.269127011299133301e-01,-3.313010931015014648e-01,1.593077033758163452e-01
3.340541422367095947e-01,1.777745783329010010e-01,-6.070736050605773926e-01
-4.027163386344909668e-01,6.108536124229431152e-01,4.514507949352264404e-01
1.202624887228012085e-01,-7.322216778993606567e-02,5.094166398048400879e-01
2.331780791282653809e-01,-8.397129178047180176e-02,-2.158181369304656982e-01
-1.154167801141738892e-01,-4.037635028362274170e-01,-4.261950850486755371e-01
-4.523566961288452148e-01,-8.289070799946784973e-03,1.820003672037273645e-05
3.477607965469360352e-01,-9.600058943033218384e-02,-1.993474811315536499e-01
1.128724310547113419e-02,-5.518692135810852051e-01,2.509528100490570068e-01
-1.263514310121536255e-01,9.953698515892028809e-01,-2.372905462980270386e-01
-3.507755696773529053e-01,-5.382227301597595215e-01,4.713990986347198486e-01
-5.298083424568176270e-01,4.647070169448852539e-01,6.491027474403381348e-01
4.257947802543640137e-01,1.795459836721420288e-01,-3.910873830318450928e-01
-7.931032776832580566e-02,-2.151135802268981934e-01,-5.563600361347198486e-02
1.180391460657119751e-01,2.642666995525360107e-01,-2.141369432210922241e-01
1.200787127017974854e-01,1.850524991750717163e-01,-6.407020092010498047e-01
5.827050805091857910e-01,5.360193848609924316e-01,-9.804866462945938110e-02
5.071914792060852051e-01,-2.595801055431365967e-01,5.755661725997924805e-01
-2.934135496616363525e-01,-2.621331214904785156e-01,-3.413287401199340820e-01
-3.603268563747406006e-01,-3.051575422286987305e-01,5.544855594635009766e-01
4.152526855468750000e-01,3.122802674770355225e-01,6.549161076545715332e-01
-4.117955267429351807e-01,1.160067558288574219e+00,-4.271748960018157959e-01
2.882944643497467041e-01,-3.718953430652618408e-01,-1.818153858184814453e-01
5.244421362876892090e-01,4.958428442478179932e-01,3.543782234191894531e-01
3.329124450683593750e-01,-1.538327634334564209e-01,5.535725355148315430e-01
1.038246080279350281e-01,2.423667162656784058e-01,-4.927498996257781982e-01
-5.281116366386413574e-01,3.710272610187530518e-01,1.555108875036239624e-01
